# Constructed from biom file
#OTU ID	H2-A-B	H2-A-M	H2-A-T	H2-B-B	H2-B-M	H2-B-T	H2-C-B	H2-C-M	H2-C-T	H3-A-B	H3-A-M	H3-A-T	H3-B-B	H3-B-M	H3-B-T	H3-C-B	H3-C-M	H3-C-T	H4-A-B	H4-A-M	H4-A-T	H4-B-B	H4-B-M	H4-B-T	H4-C-B	H4-C-M	H4-C-T	H5-A-M	H5-B-B	H5-B-M	H5-B-T	H5-C-B	H5-C-T	H6-A-B	H6-A-M	H6-A-T	H6-B-B	H6-B-M	H6-C-B	H6-C-M	H6-C-T	H7-B-B	H7-B-M	H7-B-T	H7-C-M	H7-C-T
D_0__Bacteria;D_1__Actinobacteria;D_2__Thermoleophilia	1.34736388256e-05	3.76931775349e-05	0.0	0.0	1.34426670251e-05	2.06100577082e-05	5.93647966756e-05	1.62559334157e-05	0.0	1.94783692709e-05	1.98227843083e-05	2.36860181435e-05	2.9322073657e-05	3.07205505123e-05	0.0	0.0	0.0	0.0	3.71310105823e-05	0.0	0.0	2.10868144149e-05	0.0	2.1542438604e-05	0.0	2.10061968281e-05	0.0	1.48394372885e-05	1.246976083e-05	1.08000691204e-05	1.48126203525e-05	3.03674460978e-05	0.0	0.0	0.0	1.51542704734e-05	2.26942628903e-05	2.96384113811e-05	0.0	3.4358947929e-05	0.0	3.05348173255e-05	1.59398112726e-05	1.9398265795e-05	0.0	0.0
D_0__Bacteria;D_1__Armatimonadetes;D_2__Armatimonadia	0.0	0.0	2.84002158416e-05	0.0	0.0	0.0	5.93647966756e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Armatimonadetes;D_2__uncultured bacterium	1.34736388256e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.98227843083e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10061968281e-05	2.68168409761e-05	0.0	0.0	1.08000691204e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Bacteroidia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08000691204e-05	0.0	0.0	0.0	0.0	0.0	1.51542704734e-05	0.0	2.96384113811e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Cytophagia	0.0862447621229	0.139690915944	0.0909942915566	0.0787853918753	0.0927544024735	0.0966199505359	0.126001780944	0.144303920931	0.154820242373	0.123492861178	0.182329970068	0.175323906298	0.143062397373	0.146752069797	0.155152237751	0.109865553668	0.150391497566	0.122717721223	0.204270066217	0.202183569534	0.132848308476	0.0875524534509	0.181030035358	0.161912968548	0.121162059795	0.130721562861	0.138938053097	0.149017629251	0.11973464349	0.12340158977	0.127373722411	0.168812632858	0.147398531952	0.0719338447743	0.149139776626	0.138237255259	0.114515250545	0.143909306461	0.0545894473931	0.0869281382604	0.100899150254	0.120704132888	0.149021295588	0.15920156738	0.122933685398	0.145897404355
D_0__Bacteria;D_1__Bacteroidetes;D_2__Flavobacteriia	1.34736388256e-05	0.0	0.0	1.36780194228e-05	2.68853340503e-05	0.0	0.0	6.50237336628e-05	1.555669638e-05	0.0	0.0	2.36860181435e-05	0.0	0.0	4.41588836634e-05	5.54037083549e-05	2.35133673493e-05	0.0	0.000173278049384	0.0	0.0	0.0	0.0	4.30848772081e-05	0.0	0.0	0.0	0.000652935240696	0.00013716736913	0.00260281665803	0.00011850096282	0.000334041907076	5.39723661485e-05	0.000647603865697	2.57938043282e-05	0.0	0.000590050835149	0.000281564908121	0.00012488292226	1.71794739645e-05	0.0	6.10696346509e-05	4.78194338179e-05	1.9398265795e-05	2.75050196661e-05	0.0
D_0__Bacteria;D_1__Bacteroidetes;D_2__Sphingobacteriia	4.04209164769e-05	3.76931775349e-05	0.000284002158416	4.10340582684e-05	9.4098669176e-05	2.06100577082e-05	2.96823983378e-05	0.000178815267573	3.11133927599e-05	3.89567385418e-05	1.98227843083e-05	2.36860181435e-05	7.33051841426e-05	0.0	4.41588836634e-05	0.0	2.35133673493e-05	2.33481204763e-05	7.42620211647e-05	3.25420198832e-05	4.36522371772e-05	0.000105434072075	0.000176160457011	0.00010771219302	4.02933354823e-05	2.10061968281e-05	2.68168409761e-05	0.000133554935597	0.00022445569494	0.000216001382409	7.40631017627e-05	9.11023382933e-05	0.000125935521013	1.66052273256e-05	9.02783151487e-05	6.06170818937e-05	0.000476579520697	0.000592768227623	0.000249765844521	0.000618461062722	0.000115275673539	0.00338936472313	0.00745983167559	0.0019398265795	0.00361691008609	0.00169762578423
D_0__Bacteria;D_1__Chloroflexi;D_2__Ardenticatenia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16001382409e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56103652825e-05	0.0	0.0	1.52674086627e-05	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Ktedonobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16001382409e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.48192056906e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Chloroflexi;D_2__Thermomicrobia	0.0	0.0	2.84002158416e-05	1.36780194228e-05	0.0	4.12201154163e-05	0.000237459186702	1.62559334157e-05	0.0	1.94783692709e-05	0.0	0.0	2.9322073657e-05	3.07205505123e-05	8.83177673268e-05	0.0	7.0540102048e-05	4.66962409526e-05	3.71310105823e-05	1.62710099416e-05	1.45507457257e-05	4.21736288299e-05	1.25828897865e-05	2.1542438604e-05	4.02933354823e-05	4.20123936561e-05	2.68168409761e-05	2.96788745771e-05	1.246976083e-05	3.24002073613e-05	2.96252407051e-05	9.11023382933e-05	0.0	1.66052273256e-05	1.28969021641e-05	1.51542704734e-05	4.53885257807e-05	0.0	0.0	1.71794739645e-05	1.64679533628e-05	1.52674086627e-05	0.0	5.81947973851e-05	0.0	9.84130889408e-05
D_0__Bacteria;D_1__Cyanobacteria;D_2__Chloroplast	0.110402996537	0.119129287599	0.0406407088694	0.0710846669402	0.0875924183358	0.0684666117065	0.135411101217	0.127999219715	0.0625845895366	0.0707064804535	0.0757032132733	0.0761742343495	0.0946663148018	0.107076478811	0.0922037490892	0.041054147891	0.048061322862	0.0629465328041	0.0978030818739	0.138547649653	0.0537650054565	0.0601817683403	0.108552590188	0.0696467040069	0.0743412039649	0.17000315093	0.065218557254	0.117958687007	0.0441429533382	0.0583203732504	0.0555769515627	0.0672638931066	0.044815054692	0.0515758360732	0.118754675127	0.115081529975	0.0797703340595	0.105097806758	0.0591632844209	0.0817227576492	0.064373229695	0.0344585413518	0.0719363682734	0.0922387538554	0.0786506037352	0.12008857178
D_0__Bacteria;D_1__Cyanobacteria;D_2__Cyanobacteria	0.0927929505922	0.0548435733132	0.0906250887507	0.0849952126932	0.057198548192	0.107440230833	0.172217275156	0.0887248845829	0.185420264153	0.118370050059	0.0353440244217	0.0537198891494	0.0830840957072	0.154954456784	0.152922214126	0.0450616827953	0.0162712502057	0.0298622460892	0.0370567485612	0.0595356253763	0.0494143324845	0.0184087889842	0.0160180186982	0.03302455838	0.0878394713514	0.145572944018	0.218342719228	0.0205526206446	0.00351647255406	0.00886685674788	0.0355206636054	0.0141815973277	0.106649395509	0.0445020092325	0.0435012509995	0.0900315208826	0.0848765432099	0.079549496147	0.108070558851	0.0489958597468	0.127165535867	0.0512526908808	0.0291379750064	0.0313863940564	0.0862144841434	0.0658629597736
D_0__Bacteria;D_1__Deinococcus-Thermus;D_2__Deinococci	2.69472776513e-05	5.65397663023e-05	0.0	4.10340582684e-05	2.68853340503e-05	0.0	0.000118729593351	0.0	1.555669638e-05	5.84351078128e-05	1.98227843083e-05	4.7372036287e-05	4.39831104856e-05	0.0	2.20794418317e-05	1.8467902785e-05	7.0540102048e-05	4.66962409526e-05	4.95080141098e-05	6.50840397663e-05	1.45507457257e-05	4.21736288299e-05	0.0	0.0	8.05866709646e-05	4.20123936561e-05	0.0	2.96788745771e-05	1.246976083e-05	1.08000691204e-05	4.44378610576e-05	0.0	0.0	1.66052273256e-05	3.86907064923e-05	6.06170818937e-05	0.0	5.92768227623e-05	0.0	1.71794739645e-05	0.0	4.58022259882e-05	3.18796225453e-05	5.81947973851e-05	2.75050196661e-05	7.38098167056e-05
D_0__Bacteria;D_1__Firmicutes;D_2__Bacilli	0.0	0.0	0.0	6.83900971139e-05	5.37706681006e-05	6.18301731245e-05	2.96823983378e-05	3.25118668314e-05	3.11133927599e-05	0.0	0.0	0.0	0.0	1.53602752561e-05	4.41588836634e-05	0.0	0.0	0.0	1.23770035274e-05	4.88130298248e-05	0.0	6.32604432448e-05	0.0	0.0	0.000201466677412	0.0	0.0	1.48394372885e-05	2.493952166e-05	0.000453602903059	0.000133313583173	0.00027330701488	0.000179907887162	4.98156819767e-05	3.86907064923e-05	1.51542704734e-05	4.53885257807e-05	0.000103734439834	7.80518264127e-05	5.15384218935e-05	1.64679533628e-05	0.000106871860639	9.56388676358e-05	5.81947973851e-05	0.000123772588497	2.46032722352e-05
D_0__Bacteria;D_1__Firmicutes;D_2__Clostridia	0.0	0.0	0.0	1.36780194228e-05	1.34426670251e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.02933354823e-05	0.0	0.0	0.0	0.0	1.08000691204e-05	1.48126203525e-05	6.07348921956e-05	1.79907887162e-05	0.0	1.28969021641e-05	0.0	0.0	1.48192056906e-05	1.56103652825e-05	3.4358947929e-05	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Fusobacteria;D_2__Fusobacteriia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.08000691204e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.3752509833e-05	0.0
D_0__Bacteria;D_1__Gemmatimonadetes;D_2__Gemmatimonadetes	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.246976083e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.64679533628e-05	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Planctomycetes;D_2__Phycisphaerae	0.00114525930018	0.00130041462495	0.00244241856238	0.000971139379018	0.00111574136309	0.00129843363561	0.00261205105373	0.00370635281878	0.00303355579409	0.000409045754689	0.000317164548933	0.000592150453587	0.000381186957542	0.00211971798535	0.000949415998764	0.000203146930635	0.00145782877566	0.000350221807145	0.00100253728572	0.00209896028246	0.000261913423063	0.000316302216224	0.000905968064626	0.000366221456269	0.000443226690305	0.00163848335259	0.00109949048002	0.000252270433905	9.97580866399e-05	0.000626404008986	0.000503629091986	0.000394776799271	0.00223085780081	0.00209225864302	0.0010059583688	0.000742559253198	0.00472040668119	0.0048755186722	0.000655635341867	0.00207871634971	0.00146564784929	0.00325195804516	0.00170555980617	0.000581947973851	0.00239293671095	0.000959527617173
D_0__Bacteria;D_1__Planctomycetes;D_2__Planctomycetacia	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.94783692709e-05	0.0	0.0	1.46610368285e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.10061968281e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.56103652825e-05	0.0	0.0	0.0	0.0	1.9398265795e-05	0.0	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Alphaproteobacteria	8.08418329538e-05	0.000113079532605	8.52006475249e-05	4.10340582684e-05	0.000147869337277	0.000164880461665	0.000148411991689	6.50237336628e-05	7.77834818998e-05	9.73918463546e-05	9.91139215414e-05	7.10580544305e-05	8.79662209711e-05	7.68013762807e-05	8.83177673268e-05	7.38716111398e-05	4.70267346987e-05	7.00443614289e-05	0.000198032056439	0.000130168079533	1.45507457257e-05	6.32604432448e-05	0.000150994677438	6.46273158121e-05	8.05866709646e-05	0.000126037180968	0.000107267363905	2.96788745771e-05	7.48185649799e-05	8.64005529635e-05	5.92504814102e-05	9.11023382933e-05	5.39723661485e-05	6.64209093022e-05	5.15876086564e-05	4.54628114203e-05	0.000136165577342	0.000103734439834	0.000171714018108	8.58973698225e-05	8.23397668138e-05	7.63370433136e-05	1.59398112726e-05	9.69913289752e-05	2.75050196661e-05	0.000123016361176
D_0__Bacteria;D_1__Proteobacteria;D_2__Betaproteobacteria	0.0	0.0	5.68004316833e-05	4.10340582684e-05	4.03280010754e-05	0.0	0.0	0.0	0.0	1.94783692709e-05	0.0	2.36860181435e-05	1.46610368285e-05	0.0	2.20794418317e-05	0.0	0.0	0.0	0.0	0.0	0.0	2.10868144149e-05	0.0	0.0	0.000201466677412	0.0	0.0	0.0	2.493952166e-05	3.24002073613e-05	1.48126203525e-05	0.0	7.19631548647e-05	1.66052273256e-05	0.0	1.51542704734e-05	0.0	8.89152341434e-05	0.0	0.0	0.0	9.16044519764e-05	0.0	0.0	5.50100393322e-05	0.0
D_0__Bacteria;D_1__Proteobacteria;D_2__Deltaproteobacteria	0.00264083320982	0.00252544289484	0.00252761920991	0.00266721378744	0.00303804274768	0.000886232481451	0.00163253190858	0.00572208856233	0.00362471025653	0.00173357486511	0.00164529109759	0.000805324616879	0.00479415904293	0.00196611523278	0.00077278046411	0.00149590012558	0.00216322979614	0.000326873686668	0.000878767250449	0.000829821507021	0.000145507457257	0.000506083545959	0.000754973387188	0.000990952175786	0.000483520025788	0.000210061968281	0.000884955752212	0.00176589303734	0.00406514203058	0.0114264731294	0.00509554140127	0.00282417248709	0.00341824985607	0.00469927933313	0.00205060744409	0.00128811299024	0.00349491648511	0.00297866034381	0.00435529191383	0.00345307426687	0.00174560305645	0.00129772973633	0.00264600867126	0.00192042831371	0.00204912396512	0.00415795300775
D_0__Bacteria;D_1__Proteobacteria;D_2__Gammaproteobacteria	0.00424419623008	0.00442894836035	0.00386242935446	0.00590890439064	0.00408657077564	0.000865622423743	0.00371029979222	0.00868066844398	0.00530483346557	0.00157774791094	0.00333022776379	0.00168170728819	0.00542458362655	0.00537609633965	0.00328983683292	0.00107113836153	0.00197512285734	0.00406257296288	0.00404728015347	0.00383995834621	0.0005092761004	0.000590430803618	0.00110729430121	0.00079707022835	0.000926746716093	0.00308791093373	0.00244033252883	0.00250786490176	0.00047385091154	0.00392042509072	0.00361427936602	0.00121469784391	0.00575705238918	0.00312178273721	0.00217957646573	0.00247014608717	0.00542392883079	0.00564611736811	0.00254448954106	0.00393409953787	0.00286542388512	0.00210690239546	0.00259818923744	0.00126088727668	0.00226916412245	0.00113175052282
D_0__Bacteria;D_1__TM6;D_2__uncultured bacterium	0.0	1.88465887674e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.45183118656e-05	0.0	0.0	0.0	0.0	1.79907887162e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
D_0__Bacteria;D_1__Verrucomicrobia;D_2__Spartobacteria	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.7372036287e-05	1.46610368285e-05	1.53602752561e-05	2.20794418317e-05	0.0	0.0	0.0	0.0	1.62710099416e-05	0.0	2.10868144149e-05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
Unassigned;Other;Other	0.0135140597421	0.0321522804372	0.0262701996535	0.0156750102585	0.0204866245463	0.0175597691674	0.0293558919561	0.0447850965602	0.0394362253232	0.0250491828824	0.01131880984	0.0129088798882	0.0506538822426	0.0370336236425	0.0244640215495	0.0150513407697	0.0214912177573	0.00919915946766	0.00710440002475	0.0114547909989	0.00491815205529	0.00735929823082	0.00758748254124	0.00568720379147	0.00942864050286	0.0219724818822	0.0194422097077	0.00467442274589	0.00396538394394	0.00762484879903	0.00756924900015	0.00637716368053	0.0317717328728	0.0227657666633	0.00891175939539	0.00853185427654	0.0476806463326	0.0299051570836	0.0188261005308	0.0199625487468	0.0113134839602	0.0363822348433	0.0287235399133	0.00645962250975	0.0327997359518	0.0140238651741
